Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount ,Order Total,Shipping Cost,Total
5857-1,2014-06-25,Greg Tran,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Connor Betts,Critical,Artisan Durable Poly Binders,Office Supplies,Wrap Bag,Regular Air,2014-06-28,3.37,5.53,2.16,9,155,8%,1.52,143.62,6.98,144
5857-1,2015-06-02,Tracy Envelons,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Medium,Smiths Pushpins,Office Supplies,Small Box,Regular Air,2015-06-04,0.94,1.88,0.94,7,55,4%,2.18,52.56,0.79,53
5858-1,2015-04-18,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2015-04-19,3.65,5.98,2.33,47,166,5%,1.66,164.24,1.49,171
5859-1,2015-04-18,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Low,Artisan Durable Binders,Technology,Jumbo Drum,Delivery Truck,2015-04-19,1.84,2.88,1.04,42,149,0%,5.97,143.34,1.49,150
5859-1,2013-10-01,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,High,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2013-10-02,3.65,5.98,2.33,30,232,3%,0.00,247.30,1.49,247
5859-1,2015-04-18,Arthur Gainer,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Low,Artisan Durable Poly Binders,Office Supplies,Small Pack,Regular Air,2015-04-19,3.37,5.53,2.16,17,149,3%,5.97,143.34,6.98,150
5859-1,2014-01-07,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Critical,Artisan Durable Binders,Office Supplies,Small Box,Regular Air,2014-01-09,1.84,2.88,1.04,23,149,2%,4.97,143.34,1.49,150
5859-1,2015-04-18,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2015-04-19,3.65,5.98,2.33,37,149,3%,5.97,143.84,1.49,153
5859-1,2015-12-28,Yary McGarr,"120 Hardware St,Melbourne",Melbourne,VIC,Corporate,Connor Betts,High,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Box,Regular Air,2015-12-29,8.92,29.74,20.82,7,630,10%,18.89,620.91,6.64,636
5859-1,2015-04-18,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Critical,Artisan Durable Poly Binders,Office Supplies,Wrap Bag,Regular Air,2015-04-19,3.37,5.53,2.16,8,149,4%,5.97,143.34,6.98,150
5859-1,2013-03-16,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,Artisan Durable Poly Binders,Office Supplies,Small Box,Express Air,2013-03-20,3.37,5.53,2.16,50,137,7%,9.68,128.64,6.98,129
5861-1,2015-04-18,Philip Brown,"38/133-145 Castlereay Street,Carlton North",Sydney,NSW,Consumer,Natasha Song,High,Binder Posts,Office Supplies,Small Box,Regular Air,2015-04-19,3.50,5.74,2.24,4,132,4%,7.92,124.10,5.01,129
5861-1,2015-11-28,Dennis Bolton,"8 Quay Street,Haymarket",Sydney,NSW,Home Office,Leighton Forrest,Medium,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Small Box,Regular Air,2015-11-30,1.76,3.38,1.62,14,157,10%,10.69,141.98,0.85,147
5861-1,2013-05-05,Dave Kipp,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,High,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2013-05-10,1.60,2.62,1.02,30,59,9%,5.95,59.69,0.80,50
5862-1,2017-02-01,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,2017-02-04,3.65,5.98,2.33,24,467,4%,43.07,452.01,1.49,446
5862-1,2014-01-24,Patrick ODonnell,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Aanya Zhang,Low,DrawIt Colored Pencils,Technology,Jumbo Drum,Delivery Truck,2014-01-25,4.37,9.11,4.74,47,40,2%,0.20,39.96,2.25,42
5863-1,2013-06-10,Nora Paige,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,Critical,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,2013-06-12,6.39,19.98,13.59,12,66,7%,10.18,61.96,4.00,70
5863-1,2015-04-19,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Low,Beekin 105-Key Black Keyboard,Office Supplies,Wrap Bag,Express Air,2015-04-19,6.39,19.98,13.59,20,120,9%,9.59,110.29,4.00,114
5863-1,2015-05-20,Alan Shonely,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,300 Series Non-Flip,Furniture,Large Box,Regular Air,2015-05-21,62.40,155.99,93.59,20,4564,5%,333.76,4391.25,8.08,4201
5864-1,2015-01-22,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Critical,"Artisan Flip-Chart Easel Binder, Black",Technology,Medium Box,Regular Air,2015-01-23,13.88,22.38,8.50,8,699,9%,56.93,632.87,15.10,637
5865-1,2015-04-19,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,Not Specified,Apex Straight Scissors,Office Supplies,Wrap Bag,Regular Air,2015-04-19,5.19,12.98,7.79,3,120,10%,9.59,110.29,3.14,114
5865-1,2015-03-30,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Critical,Alto Perma 3000 Stacking Storage Drawers,Office Supplies,Small Box,Regular Air,2015-04-01,8.92,29.74,20.82,25,879,7%,71.40,827.58,6.64,830
5865-1,2015-09-12,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Low,Artisan Hole Reinforcements,Technology,Small Box,Regular Air,2015-09-13,3.99,6.23,2.24,30,70,8%,1.40,68.68,6.97,70
5865-1,2015-04-20,Art Ferguson,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Medium,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Small Box,Regular Air,2015-04-22,4.48,8.14,3.66,16,70,4%,1.40,68.68,3.12,70
5865-1,2015-07-05,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Not Specified,1726 Digital Answering Machine,Office Supplies,Small Box,Regular Air,2015-07-07,8.82,20.99,12.17,39,1029,3%,61.71,966.80,4.81,972
5865-1,2013-08-06,Max Jonel,"127 Liverpool St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,Not Specified,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,2013-08-09,3.52,5.68,2.16,6,76,2%,7.70,64.98,1.39,70
5865-1,2015-07-05,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Not Specified,1726 Digital Answering Machine,Office Supplies,Small Pack,Regular Air,2015-07-07,8.82,20.99,12.17,26,1029,6%,61.71,966.80,4.81,972
5867-1,2013-08-10,Edward Hooks,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Furniture,Small Pack,Express Air,2013-08-12,4.48,8.14,3.66,8,48,10%,2.40,45.27,3.12,48
5868-1,2015-04-24,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,High,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Small Box,Regular Air,2015-04-24,4.48,8.14,3.66,10,105,1%,4.19,100.59,3.12,101
5869-1,2014-12-27,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Not Specified,Binder Posts,Technology,Small Box,Regular Air,2014-12-29,3.50,5.74,2.24,26,16,5%,0.95,14.11,5.01,15
5869-1,2013-05-14,Frank Carlisle,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,2013-05-16,1.18,1.88,0.70,41,53,2%,2.05,49.61,1.49,51
5869-1,2015-03-25,Ed Braxton,"181 High Street,Windsor",Sydney,NSW,Home Office,Natasha Song,High,Binder Posts,Office Supplies,Small Box,Regular Air,2015-03-27,3.50,5.74,2.24,40,44,4%,4.41,39.69,5.01,40
5869-2,2015-04-25,Peter McVee,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Not Specified,DrawIt Pizazz Watercolor Pencil Set,Technology,Small Box,Regular Air,2015-04-27,11.11,19.84,8.73,34,34,0%,3.41,30.67,4.10,32
5869-2,2015-04-25,Peter McVee,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,High,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Small Box,Regular Air,2015-04-26,2.39,4.26,1.87,13,34,5%,3.41,30.67,1.20,32
5869-2,2015-07-18,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Small Business,Yvette Biti,Low,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Wrap Bag,Regular Air,2015-06-18,2.39,4.26,1.87,9,34,4%,1.75,30.67,1.20,32
5870-1,2015-04-25,Peter McVee,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,High,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,2015-04-26,278.99,449.99,171.00,34,900,3%,72.00,827.98,49.00,852
5870-1,2014-11-26,Maurice Satty,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Home Office,Tina Carlton,Critical,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Pack,Express Air,2014-11-28,1.31,2.84,1.53,49,92,7%,6.34,82.11,0.93,84
5870-1,2015-05-14,Xylona Price,"98-104 Parramatta Rd,Camperdown",Sydney,NSW,Consumer,Phoebe Gour,Medium,Alto 3-Hole Punch,Technology,Small Box,Regular Air,2015-05-14,2.76,4.38,1.62,32,44,1%,2.69,40.51,6.21,46
5870-1,2015-04-25,Peter McVee,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Critical,Lumi Crayons,Technology,Small Box,Express Air,2015-04-27,5.22,9.85,4.63,42,840,2%,32.19,874.47,4.82,877
5870-1,2015-04-25,Peter McVee,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Critical,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,2015-04-26,278.99,449.99,171.00,28,900,8%,72.00,827.98,49.00,852
5870-1,2015-04-25,Peter McVee,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Medium,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,2015-04-26,278.99,449.99,171.00,50,900,10%,72.00,827.98,49.00,852
5871-1,2014-02-15,Yana Sorensen,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,High,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,2014-02-21,3.65,5.98,2.33,28,141,6%,1.51,148.37,1.49,151
5871-1,2015-06-24,Fren Wabre,"1-2/299 Sussex St,Sydney",Sydney,NSW,Consumer,Aanya Zhang,High,Artisan Durable Poly Binders,Office Supplies,Wrap Bag,Regular Air,2015-06-24,3.37,5.53,2.16,33,54,6%,2.28,22.30,6.98,24
5871-1,2015-01-20,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Medium,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2015-01-21,5.19,12.98,7.79,44,187,3%,13.11,184.11,3.14,172
5872-1,2015-03-16,Harold Pawlan,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Medium,"Artisan Flip-Chart Easel Binder, Black",Furniture,Large Box,Regular Air,2015-03-16,13.88,22.38,8.50,14,134,0%,0.00,134.28,15.10,149
5873-1,2014-01-15,Aleksandra Gannaway,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Colored Envelopes,Office Supplies,Small Box,Regular Air,2014-01-17,2.25,3.69,1.44,24,461,10%,14.52,424.71,2.50,436
5875-1,2014-02-12,Julie Prescott,"438 Victoria Avenue,Chatswood",Sydney,NSW,Corporate,Natasha Song,Critical,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2014-02-13,2.50,5.68,3.18,39,2250,7%,45.00,2204.95,3.60,223
5876-1,2015-05-26,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Small Business,Mihael Khan,Critical,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Regular Air,2015-05-27,2.98,5.84,2.86,32,21,3%,0.85,20.81,0.83,24
5876-1,2014-10-08,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Medium,Bagged Rubber Bands,Office Supplies,Small Box,Express Air,2014-10-10,0.24,1.26,1.02,3,46,0%,1.62,43.59,0.70,46
5876-1,2015-07-27,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Critical,Artisan Hing File Binders,Office Supplies,Wrap Bag,Regular Air,2015-07-31,3.65,5.98,2.33,36,44,0%,2.79,40.01,1.49,43
5877-1,2013-08-09,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Low,Artisan 479 Labels,Office Supplies,Small Pack,Regular Air,2013-08-16,1.59,2.61,1.02,49,84,10%,3.21,81.01,0.50,82
5877-1,2015-01-17,Art Foster,"Westfield Parramatta,Parramatta",Sydney,NSW,Home Office,Stevie Bacata,Critical,"Wirebound Message Book, 4 per Page",Office Supplies,Wrap Bag,Regular Air,2015-01-18,3.48,5.43,1.95,36,54,1%,2.69,51.08,0.95,53
5877-1,2014-11-02,Lindsay Shagiari,"5/250 Old Northern Road ,Castle Hill",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Smiths Standard Envelopes,Office Supplies,Small Pack,Regular Air,2014-11-04,3.52,5.68,2.16,46,47,4%,1.85,44.95,1.39,46
5877-1,2015-06-28,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Critical,Smiths Bulldog Clip,Technology,Small Box,Regular Air,2015-06-30,2.31,3.78,1.47,50,29,9%,2.48,26.66,0.71,28
5877-1,2015-04-23,Deborah Brumfield,"402 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2015-04-23,1.59,2.61,1.02,24,84,4%,2.51,81.11,0.50,82
5879-1,2015-05-18,Brian DeCherney,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Low,Apex Box Cutter Scissors,Office Supplies,Small Box,Regular Air,2015-05-25,4.19,10.23,6.04,44,434,1%,38.47,420.04,4.68,414
5879-1,2015-07-26,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,High,Artisan Binder Labels,Office Supplies,Wrap Bag,Regular Air,2015-07-27,2.45,3.89,1.44,32,17,9%,1.46,16.58,7.01,17
5879-1,2015-04-23,Deborah Brumfield,"124 Barrel St,Sydney",Sydney,NSW,Corporate,Charlie Bui,Critical,Artisan Poly Binder Pockets,Technology,Small Box,Regular Air,2015-04-23,2.26,3.58,1.32,8,25,5%,2.26,22.80,5.47,28
5881-1,2015-05-01,Chad McGuire,"81 MacLeay St,Potts Point",Sydney,NSW,Consumer,Samantha Chairs,Critical,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,2015-05-02,2.26,3.58,1.32,46,246,4%,23.27,233.01,5.47,232
5881-1,2015-04-28,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Critical,Smiths Standard Envelopes,Office Supplies,Small Box,Express Air,2015-05-01,3.52,5.68,2.16,12,255,7%,14.39,239.23,1.39,224
5881-1,2015-05-11,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Apex Box Cutter Scissors,Office Supplies,Small Box,Regular Air,2015-05-13,4.19,10.23,6.04,2,24,7%,1.67,22.25,4.68,24
5881-1,2013-08-22,Bradley Drucker,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,High,Smiths File Caddy,Office Supplies,Small Box,Regular Air,2013-08-24,4.03,9.38,5.35,43,284,8%,29.59,260.25,7.28,274
5881-1,2015-05-01,Chad McGuire,"73 MacLeay St,Potts Point",Sydney,NSW,Home Office,Natasha Song,Medium,TechSavi Access Keyboard,Office Supplies,Wrap Bag,Regular Air,2015-05-02,10.07,15.98,5.91,19,481,9%,23.53,444.05,4.00,441
5884-1,2015-05-03,Patrick Ryan,"Cnr Williams Road & Lechlade Ave,South Yarra",Melbourne,VIC,Consumer,Yvette Biti,Medium,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,2015-05-05,10.07,15.98,5.91,19,415,0%,12.46,403.02,4.00,407
5884-1,2015-03-04,Harold Pawlan,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Desktop 3-Pocket Hot File,Office Supplies,Wrap Bag,Regular Air,2015-03-06,22.18,54.10,31.92,41,219,2%,2.19,217.29,19.99,214
5884-2,2013-06-26,Roy Collins,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Not Specified,Barrel Sharpener,Office Supplies,Wrap Bag,Regular Air,2013-06-27,1.46,3.57,2.11,23,136,6%,3.06,123.84,4.17,126
5885-1,2016-05-09,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,High,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Small Pack,Express Air,2016-05-11,21.56,36.55,14.99,10,852,1%,42.21,815.88,13.89,825
5885-1,2017-02-01,Joy Daniels,"12 Princess Hwy,Sylvania",Sydney,NSW,Small Business,Nicholas Fernandes,Low,"24 Capacity Maxi Data Binder Racks, Pearl",Office Supplies,Small Box,Regular Air,2017-02-05,84.22,210.55,126.33,31,860,7%,42.01,710.98,9.99,724
5885-1,2015-05-04,Guy Armstrong,"6 Mary St,Newtown",Sydney,NSW,Corporate,Samantha Chairs,High,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Regular Air,2015-05-05,21.56,36.55,14.99,44,3790,7%,189.50,3600.41,13.89,3610
5886-1,2014-06-25,Nora Paige,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,High,TechSavi Cordless Elite Duo,Office Supplies,Wrap Bag,Regular Air,2014-06-25,60.59,100.98,40.39,35,1254,9%,115.38,1238.34,7.18,1221
5886-1,2014-10-06,Sanjit Jacobs,"541 Church St,Richmond",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Beekin 105-Key Black Keyboard,Office Supplies,Wrap Bag,Regular Air,2014-10-07,6.39,19.98,13.59,45,825,8%,52.51,817.47,4.00,825
5887-1,2015-05-11,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Apex Design Stainless Steel Bent Scissors,Office Supplies,Small Box,Regular Air,2015-05-13,2.87,6.84,3.97,38,471,9%,23.53,447.05,4.42,452
5887-1,2015-02-04,Brad Thomas,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Consumer,Tina Carlton,Low,"DrawIt Colored Pencils, 48-Color Set",Furniture,Small Pack,Regular Air,2015-02-06,21.56,36.55,14.99,19,1242,9%,33.23,1510.95,13.89,1361
5887-1,2015-10-31,Gary Zandusky,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Home Office,Mihael Khan,Critical,Artisan Hanging File Binders,Office Supplies,Small Pack,Regular Air,2015-10-31,3.65,5.98,2.33,49,191,2%,7.92,174.24,1.49,171
5887-1,2015-05-17,Frank Hawley,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Samantha Chairs,Medium,Smiths Colored Interoffice Envelopes,Office Supplies,Small Box,Regular Air,2015-05-20,19.83,30.98,11.15,33,659,1%,59.34,608.04,19.51,601
5887-2,2015-05-11,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Critical,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,2015-05-13,2.26,3.58,1.32,16,24,1%,1.67,22.25,5.47,24
5887-2,2015-05-11,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Low,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,2015-05-13,3.65,5.98,2.33,44,24,1%,1.67,22.25,1.49,24
5887-2,2015-05-11,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Low,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2015-05-13,3.65,5.98,2.33,31,24,0%,1.67,22.25,1.49,24
5889-1,2013-06-29,Adam Bellavance,"106 Ebley Street,Bondi Junction",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Adesso Programmable 142-Key Keyboard,Office Supplies,Small Box,Regular Air,2013-07-01,32.02,152.48,120.46,1,5145,10%,34.52,4396.90,4.00,4403
5891-1,2015-05-18,Sibella Parks,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Medium,Apex Straight Scissors,Technology,Small Box,Regular Air,2015-05-18,5.19,12.98,7.79,9,567,10%,52.91,546.05,3.14,558
5892-1,2015-03-15,Anthony Garwer,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Low,Artisan Binder Labels,Office Supplies,Wrap Bag,Regular Air,2015-03-17,2.45,3.89,1.44,27,19,6%,0.87,18.11,7.01,22
5893-1,2015-05-11,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2015-05-13,0.24,1.26,1.02,14,45,2%,2.65,41.45,0.70,42
5896-1,2013-07-10,Craig Carroll,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Medium,Alto 3-Hole Punch,Office Supplies,Wrap Bag,Express Air,2013-07-13,2.76,4.38,1.62,22,55,9%,2.19,52.47,6.21,59
5896-1,2013-03-07,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2013-03-10,0.24,1.26,1.02,19,57,7%,3.42,53.58,0.70,46
5896-1,2013-12-27,Tony Molinari,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Consumer,Mihael Khan,Low,Alto Perma 3000 Stacking Storage Drawers,Office Supplies,Wrap Bag,Regular Air,2013-12-29,8.92,29.74,20.82,41,1079,5%,97.14,982.45,6.64,985
5897-1,2014-04-15,Xylona Price,"98-104 Parramatta Rd,Camperdown",Sydney,NSW,Home Office,Phoebe Gour,Medium,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,2014-04-16,3.84,6.30,2.46,41,84,1%,0.00,82.70,0.50,82
5897-1,2015-09-09,Sarah Bern,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,Medium,Binder Clips by OIC,Office Supplies,Wrap Bag,Regular Air,2015-09-10,0.93,1.48,0.55,19,52,9%,2.16,45.70,0.70,43
5897-1,2013-08-17,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Not Specified,"Artisan Hi-Liter GlideStik Fluorescent Task Lamp with Clamp Arm, Light Gray",Technology,Small Box,Regular Air,2013-08-17,56.16,136.98,80.82,29,47,3%,3.27,42.15,24.49,42
5897-1,2015-01-31,Senliston,"181 Enmore Rd,Enmore",Sydney,NSW,Home Office,Radhya Staples,Low,Smiths Bulldog Clip,Office Supplies,Small Box,Regular Air,2015-02-01,2.31,3.78,1.47,50,167,9%,13.21,152.91,0.71,157
5897-1,2013-12-23,Brian Dahlen,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,Medium,Apex Box Cutter Scissors,Technology,Jumbo Drum,Delivery Truck,2013-12-25,4.19,10.23,6.04,38,464,9%,33.28,430.20,4.68,435
5897-1,2015-03-18,Erin Creighton,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,High,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Pack,Regular Air,2015-03-21,1.05,1.95,0.90,9,52,3%,4.19,49.27,1.63,41
5900-1,2015-05-18,Sibella Parks,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Critical,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2015-05-18,1.59,2.61,1.02,42,57,4%,5.17,52.25,0.50,57
5900-1,2015-05-18,Sibella Parks,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,High,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,2015-05-18,1.59,2.61,1.02,41,57,2%,5.17,52.25,0.50,57
5900-1,2015-05-18,Sibella Parks,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Low,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Box,Regular Air,2015-05-18,1.19,1.98,0.79,16,57,9%,5.17,52.25,4.77,57
5900-1,2015-04-29,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Critical,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,2015-05-01,0.93,1.48,0.55,8,161,2%,1.61,158.93,0.70,160
5901-1,2015-04-18,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Medium,Artisan 487 Labels,Office Supplies,Small Box,Express Air,2015-04-19,2.29,3.69,1.40,9,149,6%,5.96,144.32,0.50,145
5903-1,2016-05-19,Rose OBrian,"157 Norton St,Leichhardt",Sydney,NSW,Corporate,Stevie Bacata,Medium,Steady Liquid Accent Tank-Style Highlighters,Technology,Small Box,Regular Air,2016-05-20,1.31,2.84,1.53,14,73,5%,3.88,69.97,0.93,70
5903-1,2015-06-28,Brian Dahlen,"1-2/299 Sussex St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Critical,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2015-06-30,3.32,5.18,1.86,6,86,3%,9.11,78.87,2.04,82
5904-1,2013-09-14,Jasper Cacioppo,"24 Addison Rd,Marrickville",Sydney,NSW,Corporate,Radhya Staples,High,Artisan Round Ring Poly Binders,Office Supplies,Wrap Bag,Regular Air,2013-09-18,1.82,2.84,1.02,39,34,6%,2.85,30.67,5.44,32
5905-1,2013-02-18,Sean Wendt,"145 Ramsay St,Haberfield",Sydney,NSW,Small Business,Phoebe Gour,High,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Regular Air,2013-02-20,0.93,1.60,0.67,34,73,4%,4.35,68.19,1.29,71
